budget_year,fund_type,department,branch,program,category,account_type,budget 
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,EPS Bylaw Document Server,EPS Bylaw Document Server,Expenses,2534000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,External Debt,External Debt,Expenses,55972000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,Investment Related Expenses,Investment Related Expenses,Expenses,4350000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,Local Improvement Debt Charges,Local Improvement Debt Charges,Expenses,13881000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,Local Improvement Revenues,Local Improvement Revenues,Expenses,906000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,Net Transfer to LRT Reserve,Net Transfer to LRT Reserve,Expenses,6623000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,Pay As You Go Funding,Pay As You Go Funding,Expenses,122699000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,Self-supported Debt Charges,Self-supported Debt Charges,Expenses,18229000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,SLRT Debt Charges,SLRT Debt Charges,Expenses,44501000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,Tax-supported Debt Charges,Tax-supported Debt Charges,Expenses,161722000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,Transfer from Interim Financing Reserve,Transfer from Interim Financing Reserve,Expenses,4450000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Capital Project Financing,Transfer to Local Improvement Reserve,Transfer to Local Improvement Reserve,Expenses,6262000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Expenditures,Central Management Charges,Central Management Charges,Expenses,2388000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Expenditures,Council Contingency,Council Contingency,Expenses,674000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Expenditures,Corporate Expenditures,Corporate Expenditures,Expenses,11279000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Expenditures,Corporate Expenditures,Corporate Expenditures,Expenses,218000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Expenditures,Income Replacement & Supplementary Management Pension,Income Replacement & Supplementary Management Pension,Expenses,1200000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Expenditures,Management Initiatives,Management Initiatives,Expenses,700000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Expenditures,Risk Management,Risk Management,Expenses,9323000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Expenditures,Sundry,Sundry,Expenses,400000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Expenditures,Transfer to Reserve - Industrial Servicing Fund,Transfer to Reserve - Industrial Servicing Fund,Expenses,2092000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Corporate Revenues,Tag/Fine Revenue,Tag/Fine Revenue,Expenses,88000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Neighbourhood Renewal,Neighbourhood Renewal,Neighbourhood Renewal,Expenses,155946000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Taxation Expenditures,Realty Tax Appeals & Adjustments,Realty Tax Appeals & Adjustments,Expenses,10750000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Taxation Expenditures,Uncollectible & Loss on Tax Sale,Uncollectible & Loss on Tax Sale,Expenses,500000.00
2019,Tax Supported,Corporate Expenditures & Revenues,Valley Line LRT,Net Transfer to LRT Reserve,Net Transfer to LRT Reserve,Expenses,35800000.00
2019,Tax Supported,Employee Services,Employee Relations & Compensation,ES/ERC - Labour Relations,External Services,Expenses,21000.00
2019,Tax Supported,Employee Services,Employee Relations & Compensation,ES/ERC - Labour Relations,Intra-municipal Charges,Expenses,40000.00
2019,Tax Supported,Employee Services,Employee Relations & Compensation,ES/ERC - Labour Relations,Intra-municipal Recoveries,Expenses,242000.00
2019,Tax Supported,Employee Services,Employee Relations & Compensation,ES/ERC - Labour Relations,"Materials, Goods, and Supplies",Expenses,113000.00
2019,Tax Supported,Employee Services,Employee Relations & Compensation,ES/ERC - Labour Relations,Personnel,Expenses,4351000.00
2019,Tax Supported,Employee Services,Employee Relations & Compensation,ES/ERC - Labour Relations,Utilities & Other Charges,Expenses,35000.00
2019,Tax Supported,Employee Services,Organizational Design & Development,ES/ODD - Organizational Design & Development,External Services,Expenses,238000.00
2019,Tax Supported,Employee Services,Organizational Design & Development,ES/ODD - Organizational Design & Development,Intra-municipal Charges,Expenses,22000.00
2019,Tax Supported,Employee Services,Organizational Design & Development,ES/ODD - Organizational Design & Development,Intra-municipal Recoveries,Expenses,1262000.00
2019,Tax Supported,Employee Services,Organizational Design & Development,ES/ODD - Organizational Design & Development,"Materials, Goods, and Supplies",Expenses,60000.00
2019,Tax Supported,Employee Services,Organizational Design & Development,ES/ODD - Organizational Design & Development,Personnel,Expenses,3752000.00
2019,Tax Supported,Employee Services,Organizational Design & Development,ES/ODD - Organizational Design & Development,Utilities & Other Charges,Expenses,30000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Corporate Culture,External Services,Expenses,173000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Corporate Culture,Intra-municipal Charges,Expenses,12000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Corporate Culture,"Materials, Goods, and Supplies",Expenses,10000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Corporate Culture,Personnel,Expenses,724000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Corporate Culture,Utilities & Other Charges,Expenses,112000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Employee Service Centre,External Services,Expenses,59000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Employee Service Centre,Intra-municipal Charges,Expenses,3000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Employee Service Centre,Intra-municipal Recoveries,Expenses,353000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Employee Service Centre,"Materials, Goods, and Supplies",Expenses,72000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Employee Service Centre,Personnel,Expenses,3030000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Employee Service Centre,Utilities & Other Charges,Expenses,31000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - HR Consulting and Systems,External Services,Expenses,407000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - HR Consulting and Systems,Intra-municipal Charges,Expenses,113000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - HR Consulting and Systems,Intra-municipal Recoveries,Expenses,291000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - HR Consulting and Systems,"Materials, Goods, and Supplies",Expenses,986000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - HR Consulting and Systems,Personnel,Expenses,4829000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - HR Consulting and Systems,Utilities & Other Charges,Expenses,37000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Talent Acquisition,External Services,Expenses,1537000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Talent Acquisition,Intra-municipal Charges,Expenses,20000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Talent Acquisition,Intra-municipal Recoveries,Expenses,3862000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Talent Acquisition,"Materials, Goods, and Supplies",Expenses,235000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Talent Acquisition,Personnel,Expenses,5083000.00
2019,Tax Supported,Employee Services,"Talent Acquisition, Service & Solutions",ES/TAS - Talent Acquisition,Utilities & Other Charges,Expenses,55000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,ES/WSEH - Corporate Safety & Health Services,External Services,Expenses,420000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,ES/WSEH - Corporate Safety & Health Services,Intra-municipal Charges,Expenses,67000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,ES/WSEH - Corporate Safety & Health Services,Intra-municipal Recoveries,Expenses,318000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,ES/WSEH - Corporate Safety & Health Services,"Materials, Goods, and Supplies",Expenses,182000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,ES/WSEH - Corporate Safety & Health Services,Personnel,Expenses,2007000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,ES/WSEH - Corporate Safety & Health Services,Utilities & Other Charges,Expenses,52000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Disability Management, Wellness & Mental Health",External Services,Expenses,422000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Disability Management, Wellness & Mental Health",Intra-municipal Charges,Expenses,69000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Disability Management, Wellness & Mental Health",Intra-municipal Recoveries,Expenses,513000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Disability Management, Wellness & Mental Health","Materials, Goods, and Supplies",Expenses,133000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Disability Management, Wellness & Mental Health",Personnel,Expenses,1892000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Disability Management, Wellness & Mental Health",Utilities & Other Charges,Expenses,12000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Occupational Health, Safety & Environment",Intra-municipal Charges,Expenses,22000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Occupational Health, Safety & Environment",Intra-municipal Recoveries,Expenses,1457000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Occupational Health, Safety & Environment","Materials, Goods, and Supplies",Expenses,25000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Occupational Health, Safety & Environment",Personnel,Expenses,4281000.00
2019,Tax Supported,Employee Services,Workforce Safety & Employee Health,"ES/WSEH - Occupational Health, Safety & Environment",Utilities & Other Charges,Expenses,50000.00
2019,Tax Supported,Financial & Corporate Services,Assessment & Taxation,FCS/AST - Assessment,External Services,Expenses,2460000.00
2019,Tax Supported,Financial & Corporate Services,Assessment & Taxation,FCS/AST - Assessment,Intra-municipal Charges,Expenses,730000.00
2019,Tax Supported,Financial & Corporate Services,Assessment & Taxation,FCS/AST - Assessment,"Materials, Goods, and Supplies",Expenses,793000.00
2019,Tax Supported,Financial & Corporate Services,Assessment & Taxation,FCS/AST - Assessment,Personnel,Expenses,14636000.00
2019,Tax Supported,Financial & Corporate Services,Assessment & Taxation,FCS/AST - Assessment,Utilities & Other Charges,Expenses,323000.00
2019,Tax Supported,Financial & Corporate Services,Assessment & Taxation,FCS/AST - Taxation,Personnel,Expenses,2809000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Contracts & Continuous Improvement,External Services,Expenses,4007000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Contracts & Continuous Improvement,Intra-municipal Recoveries,Expenses,25000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Contracts & Continuous Improvement,"Materials, Goods, and Supplies",Expenses,624000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Contracts & Continuous Improvement,Personnel,Expenses,2375000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Contracts & Continuous Improvement,Utilities & Other Charges,Expenses,9000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Print and Mail Services,External Services,Expenses,161000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Print and Mail Services,Fleet Services,Expenses,8000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Print and Mail Services,Intra-municipal Charges,Expenses,54000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Print and Mail Services,Intra-municipal Recoveries,Expenses,1475000.00
2019,Tax Supported,Financial & Corporate Services,Corporate Procurement & Supply Services,FCS/CPSS - Corporate Print and Mail Services,"Materials, Goods, and Supplies",Expenses,514000.00
